"","Nazwa_Oferty","ID_Oferta","Marka","Model","Cena_Brutto","Rodzaj_Napedu","Typ_Skrzynia","Pojemnosc_Silnika","Typ_Paliwa","Zuzycie_Paliwa_na_100km","Emisja_CO2","Klasa_Emisji","Przebieg_Km","Pierwsza_Rejestracja","Poprzedni_wlasciciel","Kraj","Typ_Sprzedawcy","Moc_Silnika","Liczba_Zdjec","Wyposazenie","Liczba_elementow_wyposazenia"
"1651","Toyota Corolla 90 kW","48287234","Toyota","Corolla",119399,"4x2","Automat","1798","Hybryda","3","76","Euro 6","7500","10/2021","U¿ywany","Francja","Dealer","90",21,"ABS,ESP,Asystent hamowania (EBA, BAS),Telefon alarmowy,Czujnik ciœnienia w oponach,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Regulowana kierownica,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Przyciemniane szyby",24
"1652","Audi A4 1.4 TFSI 110 kW","48283234","Audi","A4",128949,"4x2","Automat","1395","Benzyna","5.8","137","Euro 6","27968","7/2018","1","Niemcy","Dealer","110",16,"Asystent hamowania (EBA, BAS),System start-stop,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Komputer pok³adowy,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek",17
"1653","Alfa Romeo Giulia 2.2 AT8 140 kW","48279216","Alfa Romeo","Giulia",143649,"4x2","Automat","2143","Diesel","4.9","126","Euro 6","16497","12/2019","U¿ywany","Francja","Dealer","140",21,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Wyjœcie AUX,Komputer pok³adowy,Odtwarzacz CD,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Dzielone siedzenia tylne ,Felgi aluminiowe,Reflektory adaptacyjne,Œwiat³a do jazdy dziennej,Œwiat³a automatyczne,Atermiczna szyba przednia,Zamek centralny,Przyciemniane szyby,System doœwietlania zakrêtów,Tempomat",27
"1654","Volkswagen Passat Variant 2.0 TDI Business 110 kW","48310662","Volkswagen","Passat",157949,"4x2","Automat","1968","Diesel","4.3","114","Euro 6d-TEMP","26600","6/2021","1","Niemcy","Dealer","110",7,"ABS,ESP,Asystent stabilnoœci (TSA),Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",31
"1655","Audi A6 Avant 40 TDI S tronic 150 kW","48277831","Audi","A6",187999,"4x2","Automat","1968","Diesel","4.7","124","Euro 6d-TEMP","25000","6/2019","2","Niemcy","Dealer","150",14,"ABS,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Zamek centralny,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",21
"1656","Volkswagen Golf 2.0 TDI GTD 147 kW","48264259","Volkswagen","Golf",191249,"4x2","Automat","1968","Diesel","4","137","Euro 6","18906","2/2021","U¿ywany","Francja","Dealer","147",20,"",1
"1657","Volkswagen Tiguan 1.5 TSI EVO Elegance 110 kW","48286725","Volkswagen","Tiguan",197899,"4x2","Automat","1498","Benzyna","5.7","135","Euro 6d","3600","1/2021","U¿ywany","Niemcy","Dealer","110",15,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Zap³on bezkluczykowy,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Kontrola g³osowa,Android auto,Nawigacja,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Ogrzewanie postojowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Sprzêg przyczepy",35
"1658","BMW 118 i 100 kW","48296311","BMW","118",103449,"4x2","Automat","1499","Benzyna","6","168","Euro 6","18615","12/2018","1","Niemcy","Dealer","100",18,"ABS,ESP,Asystent stabilnoœci (TSA),Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Dzielone siedzenia tylne ,Tempomat",26
"1659","Opel Grandland X 2.0 D Automatic Ultimate 130 kW","48308108","Opel","Grandland X",102249,"4x2","Automat","1997","Diesel","4.8","124","Euro 6","92516","12/2018","U¿ywany","Francja","Dealer","130",14,"Przyciemniane szyby,Czujnik ciœnienia w oponach,Dzielone siedzenia tylne ,Tempomat",4
"1660","Audi A4 Avant 3.0 TDI Quattro 200 kW","48295514","Audi","A4",162999,"4x4","Automat","2967","Diesel","5.4","142","Euro 6","83500","11/2017","1","Niemcy","Komis","200",15,"ABS,ESP,EDS,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Kontrola g³osowa,Nawigacja,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Dach panoramiczny,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Sportowe przednie siedzenia,Ogrzewanie postojowe,£opatki przy kierownicy",41
"1661","Volkswagen Golf 2.0 TSI GTI 180 kW","48309471","Volkswagen","Golf",177999,"4x2","Automat","1984","Benzyna","6","142","Euro 6d","20620","7/2021","U¿ywany","Niemcy","Dealer","180",20,"ABS,ESP,System ochrony pieszych,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Zap³on bezkluczykowy,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Zintegrowany streaming muzyki,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,£opatki przy kierownicy",42
"1662","Volkswagen Golf 2.0 TSI GTI 180 kW","48302623","Volkswagen","Golf",179549,"4x2","Automat","1984","Benzyna","6.5","171","Euro 6","6226","6/2021","1","Niemcy","Dealer","180",22,"ABS,ESP,System ochrony pieszych,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,System doœwietlania zakrêtów,£opatki przy kierownicy",36
"1663","Renault Talisman TCe 225 EDC GPF INITIALE PARIS 165 kW","48287040","Renault","Talisman",148249,"4x2","Automat","1798","Benzyna","7.4","164","Euro 6d-TEMP","24591","1/2020","1","Niemcy","Dealer","165",22,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Zap³on bezkluczykowy,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Kontrola g³osowa,Apple CarPlay,Android auto,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Dach panoramiczny,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",39
"1664","Volkswagen Golf 2.0 TDI SCR DSG 110 kW","48259384","Volkswagen","Golf",148499,"4x2","Automat","1968","Diesel","3.9","102","Euro 6d","8500","3/2021","U¿ywany","Niemcy","Dealer","110",10,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,£opatki przy kierownicy,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy",30
"1665","Volkswagen Passat Variant 2.0 TDI Business 110 kW","48305881","Volkswagen","Passat",158249,"4x2","Automat","1968","Diesel","4","106","Euro 6d","25594","6/2021","U¿ywany","Niemcy","Dealer","110",12,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,£opatki przy kierownicy,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna",33
"1666","BMW 320 d Touring xDrive 140 kW","48304839","BMW","320",162899,"4x4","Automat","1995","Diesel","4.6","121","Euro 6d-TEMP","61280","11/2019","1","Niemcy","Dealer","140",15,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Asystent pasa jazdy,Telefon alarmowy,Czujniki parkowania przód/ty³,USB,Ekran dotykowy,Komputer pok³adowy,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Tempomat",19
"1667","Volkswagen Passat Variant 2.0 TDI Elegance 110 kW","48298802","Volkswagen","Passat",170799,"4x2","Automat","1968","Diesel","4.2","110","Euro 6","13000","1/2021","U¿ywany","Niemcy","Dealer","110",13,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,£opatki przy kierownicy",33
"1668","BMW X1 110 kW","48279001","BMW","X1",182649,"4x4","Automat","1995","Diesel","4.6","121","Euro 6","18469","12/2020","U¿ywany","Niemcy","Dealer","110",20,"ABS,ESP,System ochrony pieszych,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Radio,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Tempomat",28
"1669","Toyota Corolla 90 kW","48291589","Toyota","Corolla",101449,"4x2","Automat","1798","Hybryda","3.3","76","Euro 6","45971","11/2019","1","Niemcy","Dealer","90",15,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Regulowana kierownica,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Czujnik wycieraczek",29
"1670","BMW 118 i Sport Line 100 kW","48297554","BMW","118",114249,"4x2","Automat","1499","Benzyna","5.8","131","Euro 6","31009","1/2019","1","Niemcy","Dealer","100",16,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Immobiliser,Czujniki parkowania przód/ty³,Radio,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Zamek centralny,Skórzana kierownica,Tempomat",14
"1671","Ford Focus Wagon 1.0 MHEV 114 kW","48273677","Ford","Focus",118599,"4x2","Manual","999","Benzyna","4.1","123","Euro 6d","11000","10/2020","1","Niemcy","Dealer","114",30,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek,Tempomat",30
"1672","BMW 118 d M Sport 110 kW","48309963","BMW","118",119199,"4x2","Automat","1995","Diesel","4.5","118","Euro 6c","42955","10/2018","1","Niemcy","Dealer","110",15,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,USB,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy,Tempomat",25
"1673","Ford Kuga 2.0 4x4 ST-Line 132 kW","48302683","Ford","Kuga",123549,"4x4","Manual","1997","Diesel","6.1","135","Euro 6","41683","9/2017","1","Niemcy","Dealer","132",21,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Wyjœcie AUX,USB,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Dzielone siedzenia tylne ,Tempomat",29
"1674","BMW X1 110 kW","48269791","BMW","X1",119849,"4x2","Automat","1995","Diesel","4.6","114","Euro 6","65830","1/2018","U¿ywany","Francja","Dealer","110",11,"ABS,System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujniki parkowania,USB,Komputer pok³adowy,Odtwarzacz CD,Felgi aluminiowe,Zamek centralny,Pod³okietnik z przodu,Sk³adane siedzenia tylne,Tempomat",14
"1675","MINI Cooper Countryman 100 kW","48285891","MINI","Cooper Countryman",128999,"4x2","Automat","1499","Benzyna","5.7","135","Euro 6","31350","1/2019","1","Niemcy","Dealer","100",18,"ABS,ESP,System ochrony pieszych,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Regulowana kierownica,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Atermiczna szyba przednia,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Tempomat",34
"1676","Mitsubishi Eclipse 120 kW","48265854","Mitsubishi","Eclipse",130699,"4x4","Automat","1499","Benzyna","7.1","162","Euro 6d-TEMP","4600","5/2021","Samochód demonstracyjny","Niemcy","Dealer","120",25,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania 360°,Czujniki parkowania przód/ty³,Radio,USB,Ekran dotykowy,Odtwarzacz CD,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek,Tempomat",31
"1677","BMW X3 xDrive30d Sport-Automatic 190 kW","48286055","BMW","X3",138899,"4x4","Automat","2993","Diesel","5.9","156","Euro 6","117379","5/2015","U¿ywany","Niemcy","Dealer","190",20,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania 360°,Czujniki parkowania przód/ty³,Radio,Wyjœcie AUX,USB,Komputer pok³adowy,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Atermiczna szyba przednia,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Tempomat,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Regulowana kierownica,Ogrzewanie postojowe",37
"1678","Toyota RAV 4 Executive 145 kW","48288112","Toyota","RAV 4",141299,"4x4","Automat","2494","Hybryda","5.2","122","Euro 6","27350","2/2019","U¿ywany","Niemcy","Dealer","145",17,"ABS,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Radio,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Dzielone siedzenia tylne ,Klimatyzacja automatyczna,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek",27
"1679","BMW X1 20d 140 kW","48262794","BMW","X1",141749,"4x4","Automat","1995","Diesel","4.8","126","Euro 6","66648","3/2018","U¿ywany","Francja","Dealer","140",9,"",1
"1680","BMW X1 20d 140 kW","48282108","BMW","X1",177499,"4x4","Automat","1995","Diesel","4.7","123","Euro 6d-TEMP","52222","2/2020","1","Niemcy","Dealer","140",30,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Demontowany hak holowniczy,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",33
"1681","Mercedes-Benz C 43 AMG 270 kW","48303232","Mercedes-Benz","C 43 AMG",187749,"4x4","Automat","2996","Benzyna","8.1","185","Euro 6","85724","9/2016","1","Niemcy","Dealer","270",15,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania 360°,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzacja automatyczna,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Przyciemniane szyby,Sprzêg przyczepy,£opatki przy kierownicy",40
